1258623881	20240820	202408	2024	2024.6301	AUS	AUSTRALIA	AUS								ESP	BARCELONA	ESP								1	051	051	05	1	3.4	2	1	2	1.36645962732919	4	Mountain View, Victoria, Australia	AS	AS07	5414	-38.2667	145.867	-1589169	4	Mountain View, Victoria, Australia	AS	AS07	5414	-38.2667	145.867	-1589169	4	Mountain View, Victoria, Australia	AS	AS07	5414	-38.2667	145.867	-1589169	20250820163000	http://www.prnewswire.com/news-releases/google-and-skylo-expand-satellite-connectivity-to-pixel-10-series-and-unveil-pixel-watch-4-the-worlds-first-smartwatch-with-2-way-satellite-emergency-messaging-302534828.html
1258624408	20250820	202508	2025	2025.6301	CVL	COMMUNITY						CVL													0	051	051	05	1	3.4	2	1	2	3.9236479321315	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	0								3	Crockett County, Tennessee, United States	US	USTN		35.7834	-89.1334	1648574	20250820163000	https://www.wbbjtv.com/2025/08/20/hitachi-energy-to-expand-manufacturing-operations-in-crockett-county/
1258624409	20250820	202508	2025	2025.6301	CVL	COMMUNITY						CVL													0	051	051	05	1	3.4	3	1	3	3.9236479321315	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20250820163000	https://www.wbbjtv.com/2025/08/20/hitachi-energy-to-expand-manufacturing-operations-in-crockett-county/
1258624410	20250820	202508	2025	2025.6301	CVL	VILLAGE						CVL													1	070	070	07	2	7.0	2	1	2	0.323624595469259	4	Bhubaneswar, Orissa, India	IN	IN21	70219	20.2333	85.8333	-2091695	0								4	Bhubaneswar, Orissa, India	IN	IN21	70219	20.2333	85.8333	-2091695	20250820163000	https://www.prokerala.com/news/articles/a1666002.html
1258624411	20250820	202508	2025	2025.6301	CVL	VILLAGE						CVL													1	070	070	07	2	7.0	5	1	5	0.323624595469259	4	Sambalpur, Orissa, India	IN	IN21	17819	21.45	83.9667	-2110061	0								4	Sambalpur, Orissa, India	IN	IN21	17819	21.45	83.9667	-2110061	20250820163000	https://www.prokerala.com/news/articles/a1666002.html
1258624412	20250820	202508	2025	2025.6301	CVL	COMMUNITY						CVL													0	070	070	07	2	7.0	4	1	4	0.89730807577268	1	Cote D'ivoire	IV	IV		8	-5	IV	0								1	Cote D'ivoire	IV	IV		8	-5	IV	20250820163000	https://www.forbes.com/sites/eshachhabra/2025/08/20/californias-forager-invests-in-cashew-farmers-in-cte-divoire/
1258624413	20250820	202508	2025	2025.6301	CVL	VILLAGER						CVL													1	100	100	10	3	-5.0	10	1	10	-10.0917431192661	4	Thana, Maharashtra, India	IN	IN16	70183	19.2	72.9667	-2112952	0								4	Thana, Maharashtra, India	IN	IN16	70183	19.2	72.9667	-2112952	20250820163000	https://www.prokerala.com/news/articles/a1666025.html
1258624414	20250820	202508	2025	2025.6301	CVL	VILLAGER						CVL													1	114	114	11	3	-2.0	10	1	10	-10.0917431192661	4	Thana, Maharashtra, India	IN	IN16	70183	19.2	72.9667	-2112952	0								4	Thana, Maharashtra, India	IN	IN16	70183	19.2	72.9667	-2112952	20250820163000	https://www.prokerala.com/news/articles/a1666025.html
1258624415	20250820	202508	2025	2025.6301	CVL	COMMUNITY						CVL													0	114	114	11	3	-2.0	10	1	10	-3.55987055016181	5	Otjozondjupa, Otjozondjupa, Namibia	WA	WA39	22346	-20.3333	18	311113	0								5	Otjozondjupa, Otjozondjupa, Namibia	WA	WA39	22346	-20.3333	18	311113	20250820163000	https://allafrica.com/stories/202508200586.html
1258624416	20250820	202508	2025	2025.6301	CVL	RESIDENTS						CVL													0	120	120	12	3	-4.0	8	1	8	-5.06072874493927	3	Toms River, New Jersey, United States	US	USNJ	NJ029	39.9537	-74.1979	881210	0								3	Toms River, New Jersey, United States	US	USNJ		39.9537	-74.1979	881210	20250820163000	https://nj1015.com/toms-river-homeless-jail-fines/
1258624417	20250820	202508	2025	2025.6301	CVL	RESIDENTS						CVL													0	120	120	12	3	-4.0	2	1	2	-5.06072874493927	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20250820163000	https://nj1015.com/toms-river-homeless-jail-fines/
1258624418	20250820	202508	2025	2025.6301	CVL	MIGRANT WORKER						CVL													1	141	141	14	3	-6.5	2	1	2	-7.60095011876485	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	0								4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20250820163000	https://www.prokerala.com/news/articles/a1666018.html
1258624419	20250820	202508	2025	2025.6301	CVL	NEIGHBORHOOD						CVL													1	141	141	14	3	-6.5	2	1	2	-2.01005025125628	3	Gas Works Park, Washington, United States	US	USWA	WA033	47.6454	-122.335	1531765	0								3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20250820163000	http://www.chronline.com/stories/christian-worship-concert-moves-from-cal-anderson-park-to-gas-works,385691
1258624420	20250820	202508	2025	2025.6301	CVL	VILLAGER						CVL													1	144	144	14	3	-7.5	10	1	10	-10.0917431192661	4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	0								4	Ranchi, Jharkhand, India	IN	IN38	17622	23.35	85.3333	-2109068	20250820163000	https://www.prokerala.com/news/articles/a1666025.html
1258624421	20250820	202508	2025	2025.6301	CVL	COMMUNITY						CVL			BMU	BERMUDA	BMU								1	030	030	03	1	4.0	10	1	10	7.86802030456853	1	Bermuda	BD	BD		32.333333	-64.75	BD	1	Bermuda	BD	BD		32.333333	-64.75	BD	1	Bermuda	BD	BD		32.333333	-64.75	BD	20250820163000	https://www.royalgazette.com/education/news/article/20250820/mjm-law-firm-gives-two-students-20000-for-university/
1258624422	20250820	202508	2025	2025.6301	CVL	COMMUNITY						CVL			COP	POLICE FORCE						COP			0	036	036	03	1	4.0	5	1	5	1.60320641282565	4	Ondangwa, Oshana, Namibia	WA	WA37	22326	-17.9167	15.95	-2585186	4	Ondangwa, Oshana, Namibia	WA	WA37	22326	-17.9167	15.95	-2585186	4	Ondangwa, Oshana, Namibia	WA	WA37	22326	-17.9167	15.95	-2585186	20250820163000	https://allafrica.com/stories/202508200484.html
1258624423	20250820	202508	2025	2025.6301	CVL	CITIZEN						CVL			COP	POLICE						COP			1	113	113	11	3	-2.0	10	1	10	-4.83558994197292	4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	20250820163000	https://news.webindia123.com/news/Articles/India/20250820/4352081.html
1258624424	20250820	202508	2025	2025.6301	CVL	COMMUNITY						CVL			DEU	GERMANY	DEU								1	046	046	04	1	7.0	10	1	10	5.07518796992481	4	Heidelberg, Baden-Wüberg, Germany	GM	GM01	16529	48.3167	8.91667	-1788828	4	Heidelberg, Baden-Wüberg, Germany	GM	GM01	16529	48.3167	8.91667	-1788828	4	Heidelberg, Baden-Wüberg, Germany	GM	GM01	16529	48.3167	8.91667	-1788828	20250820163000	https://www.pharmaceuticalonline.com/doc/biomed-x-joins-forces-with-novo-nordisk-for-oral-peptide-drug-delivery-0001
1258624425	20250820	202508	2025	2025.6301	CVL	IMMIGRANT						CVL			EDU	STUDENT						EDU			0	012	012	01	1	-0.4	5	1	5	-0.8505467800729	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20250820163000	https://timesofindia.indiatimes.com/education/news/how-illinois-first-of-its-kind-law-shields-immigrant-students-from-ice-in-schools/articleshow/123405053.cms
1258624426	20250820	202508	2025	2025.6301	CVL	MIGRANT						CVL			GOV	ADMINISTRATION						GOV			1	042	042	04	1	1.9	10	1	10	-7.69230769230765	1	Uganda	UG	UG		2	33	UG	1	Uganda	UG	UG		2	33	UG	1	Uganda	UG	UG		2	33	UG	20250820163000	https://www.africanews.com/2025/08/20/trump-administration-expands-deportation-strategy-uganda-denies-involvement/
1258624427	20250820	202508	2025	2025.6301	CVL	MIGRANT						CVL			GOV	ADMINISTRATION						GOV			1	063	063	06	2	7.4	5	1	5	-7.69230769230765	1	Rwanda	RW	RW		-2	30	RW	1	Rwanda	RW	RW		-2	30	RW	1	Rwanda	RW	RW		-2	30	RW	20250820163000	https://www.africanews.com/2025/08/20/trump-administration-expands-deportation-strategy-uganda-denies-involvement/
1258624428	20250820	202508	2025	2025.6301	CVL	MIGRANT						CVL			GOV	ADMINISTRATION						GOV			1	063	063	06	2	7.4	5	1	5	-7.69230769230765	1	Uganda	UG	UG		2	33	UG	1	Uganda	UG	UG		2	33	UG	1	Uganda	UG	UG		2	33	UG	20250820163000	https://www.africanews.com/2025/08/20/trump-administration-expands-deportation-strategy-uganda-denies-involvement/
1258624429	20250820	202508	2025	2025.6301	CVL	TRAVELLER						CVL			HLH	DOCTOR						HLH			0	010	010	01	1	0.0	10	1	10	-4.38292964244521	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250820163000	https://www.manchestereveningnews.co.uk/news/uk-news/uk-tourists-warned-need-declare-32315480
1258624430	20250820	202508	2025	2025.6301	CVL	TRAVELLER						CVL			HLH	DOCTOR						HLH			0	042	042	04	1	1.9	10	1	10	-4.38292964244521	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250820163000	https://www.manchestereveningnews.co.uk/news/uk-news/uk-tourists-warned-need-declare-32315480
1258624431	20250820	202508	2025	2025.6301	CVL	VILLAGE						CVL			IND	CHANDIGARH	IND								1	1014	101	10	3	-5.0	5	1	5	-3.69515011547344	0								0								0								20250820163000	https://indianexpress.com/article/cities/chandigarh/kharar-villages-land-former-minister-says-cancellation-resolution-not-enough-demands-vigilance-probe-10201305/
1258624432	20250820	202508	2025	2025.6301	CVL	RESIDENTS						CVL			MED	WEBSITE						MED			0	070	070	07	2	7.0	4	1	4	-3.04449648711944	3	Pierce County, Washington, United States	US	USWA	WA053	47.0332	-122.118	1529159	3	Pierce County, Washington, United States	US	USWA		47.0332	-122.118	1529159	3	Pierce County, Washington, United States	US	USWA		47.0332	-122.118	1529159	20250820163000	http://www.chronline.com/stories/56-animals-seized-from-pierce-county-home-including-puppies-a-deer-and-goats,385689
1258624433	20250820	202508	2025	2025.6301	CVL	CIVILIAN						CVL			MIL	ARMED FORCES						MIL			1	0841	084	08	2	7.0	7	1	7	-1.73053152039555	4	Pulwama, Jammu and Kashmir, India	IN	IN12	72814	33.8833	74.9167	-2108339	4	Pulwama, Jammu and Kashmir, India	IN	IN12	72814	33.8833	74.9167	-2108339	4	Pulwama, Jammu and Kashmir, India	IN	IN12	72814	33.8833	74.9167	-2108339	20250820163000	https://economictimes.indiatimes.com/news/defence/india-will-respond-with-full-force-whenever-terrorism-threatens-its-citizens-govt/articleshow/123413946.cms
1258624434	20250820	202508	2025	2025.6301	CVL	CITIZEN						CVL			NGA	NIGERIA	NGA								0	051	051	05	1	3.4	6	1	6	7.65370138017566	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	20250820163000	https://www.pulse.ng/articles/lifestyle/isese-day-2025082015140069762
1258624435	20250820	202508	2025	2025.6301	CVL	SETTLEMENT						CVL			NZL	WAIKATO	NZL								1	010	010	01	1	0.0	2	1	2	-2.7292576419214	4	Marokopa, New Zealand (general), New Zealand	NZ	NZ00	22389	-38.3	174.733	-1513434	5	Waikato, Waikato, New Zealand	NZ	NZG1	22389	-38	175.5	11483309	4	North Island, New Zealand (general), New Zealand	NZ	NZ00	22390	-39	176	-1514775	20250820163000	https://www.thetimes.com/world/australasia/article/tom-phillips-new-zealand-children-0sjcdxwk9
1258624436	20250820	202508	2025	2025.6301	CVL	NEIGHBORHOOD						CVL			OPP	PROTESTER						OPP			0	043	043	04	1	2.8	10	1	10	-7.64525993883792	3	Lancaster County, Pennsylvania, United States	US	USPA	PA071	40.2504	-76.25	1209181	3	Lancaster County, Pennsylvania, United States	US	USPA		40.2504	-76.25	1209181	3	Lancaster County, Pennsylvania, United States	US	USPA		40.2504	-76.25	1209181	20250820163000	https://lancasteronline.com/news/local/federal-judge-dismisses-main-counts-in-ricardo-mu-oz-wrongful-death-suit-against-lancaster-ctiy/article_2e18236b-e668-474e-8b4c-cd6f2245a6d9.html
1258624437	20250820	202508	2025	2025.6301	CVL	SETTLEMENT						CVL			USA	TEXAS	USA								1	030	030	03	1	4.0	5	1	5	-3.21637426900585	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250820163000	https://www.hotelnewsresource.com/article137759.html
1258624438	20250820	202508	2025	2025.6301	CVL	NEIGHBORHOOD						CVL			USA	UNITED STATES	USA								1	036	036	03	1	4.0	5	1	5	-2.01005025125628	3	Gas Works Park, Washington, United States	US	USWA	WA033	47.6454	-122.335	1531765	3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20250820163000	http://www.chronline.com/stories/christian-worship-concert-moves-from-cal-anderson-park-to-gas-works,385691
1258624439	20250820	202508	2025	2025.6301	CVL	NEIGHBORHOOD						CVL			USA	UNITED STATES	USA								1	036	036	03	1	4.0	1	1	1	-2.01005025125628	3	Capitol Hill, District of Columbia, United States	US	USDC	DC001	38.889	-77.0003	529313	3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	3	Gas Works Park, Washington, United States	US	USWA		47.6454	-122.335	1531765	20250820163000	http://www.chronline.com/stories/christian-worship-concert-moves-from-cal-anderson-park-to-gas-works,385691
1258624440	20250820	202508	2025	2025.6301	CVL	HUNTER						CVL			USA	LONE STAR STATE	USA								1	036	036	03	1	4.0	10	1	10	-2.22222222222222	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250820163000	https://mix931fm.com/texas-largest-paranormal-fest-returns-to-san-antonio-this-fall/
1258624441	20250820	202508	2025	2025.6301	CVL	CITIZEN						CVL			USACOP	UNITED STATES	USA					COP			1	084	084	08	2	7.0	4	1	4	-3.88349514563107	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20250820163000	http://www.chronline.com/stories/four-us-citizen-children-detained-by-border-patrol-in-washington-state-released,385693
1258624442	20250820	202508	2025	2025.6301	CVLEDU	IMMIGRANT						CVL	EDU												0	010	010	01	1	0.0	10	1	10	-0.8505467800729	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20250820163000	https://timesofindia.indiatimes.com/education/news/how-illinois-first-of-its-kind-law-shields-immigrant-students-from-ice-in-schools/articleshow/123405053.cms
1258624443	20250820	202508	2025	2025.6301	CVLEDU	COMMUNITY						CVL	EDU		USA	DELAWARE	USA								0	042	042	04	1	1.9	6	1	6	-2.65306122448979	3	Delaware County Community College, Pennsylvania, United States	US	USPA	PA045	39.9668	-75.3932	1210934	3	Delaware County Community College, Pennsylvania, United States	US	USPA		39.9668	-75.3932	1210934	3	Delaware County Community College, Pennsylvania, United States	US	USPA		39.9668	-75.3932	1210934	20250820163000	https://www.delcotimes.com/2025/08/20/septa-cuts-will-deeply-impact-delaware-county/
1258624444	20250820	202508	2025	2025.6301	CVLMED	COMMUNITY						CVL	MED		CVL	COMMUNITY						CVL			1	010	010	01	1	0.0	1	1	1	1.04895104895105	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20250820163000	https://lancasteronline.com/news/local/christian-radio-station-replaces-classic-rock-station-in-lancaster-county/article_84ce9dbf-2589-4d2c-8646-2fa1064cda50.html
1258624445	20250820	202508	2025	2025.6301	CVLMED	COMMUNITY						CVL	MED		USA	UNITED STATES	USA								1	010	010	01	1	0.0	4	1	4	1.04895104895105	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20250820163000	https://lancasteronline.com/news/local/christian-radio-station-replaces-classic-rock-station-in-lancaster-county/article_84ce9dbf-2589-4d2c-8646-2fa1064cda50.html
1258624446	20250820	202508	2025	2025.6301	CYP	CYPRUS	CYP																		1	013	013	01	1	0.4	10	1	10	2.32558139534884	1	Cyprus	CY	CY		35	33	CY	0								1	Cyprus	CY	CY		35	33	CY	20250820163000	https://www.azernews.az/nation/246301.html
1258624447	20250820	202508	2025	2025.6301	CYP	CYPRUS	CYP								AZE	AZERBAIJAN	AZE								1	050	050	05	1	3.5	2	1	2	2.32558139534884	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Cyprus	CY	CY		35	33	CY	20250820163000	https://www.azernews.az/nation/246301.html
1258624448	20250820	202508	2025	2025.6301	CYP	CYPRUS	CYP								AZE	AZERBAIJAN	AZE								1	050	050	05	1	3.5	8	1	8	2.32558139534884	1	Cyprus	CY	CY		35	33	CY	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Cyprus	CY	CY		35	33	CY	20250820163000	https://www.azernews.az/nation/246301.html
1258624449	20250820	202508	2025	2025.6301	CYPGOV	CYPRUS	CYP					GOV			AZEGOV	AZERBAIJAN	AZE					GOV			1	050	050	05	1	3.5	1	1	1	2.32558139534884	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Armenia	AM	AM		40	45	AM	1	Cyprus	CY	CY		35	33	CY	20250820163000	https://www.azernews.az/nation/246301.html
1258624450	20250820	202508	2025	2025.6301	CYPGOV	CYPRUS	CYP					GOV			AZEGOV	AZERBAIJAN	AZE					GOV			1	050	050	05	1	3.5	1	1	1	2.32558139534884	1	Cyprus	CY	CY		35	33	CY	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Armenia	AM	AM		40	45	AM	20250820163000	https://www.azernews.az/nation/246301.html
1258624451	20250820	202508	2025	2025.6301	DEU	DORTMUND	DEU																		1	013	013	01	1	0.4	10	1	10	-1.16822429906542	4	Tettnang, Baden-Wüberg, Germany	GM	GM01	16535	47.6667	9.6	-1873668	0								1	Belgium	BE	BE		50.833333	4	BE	20250820163000	https://www.thetimes.com/world/europe/article/inventive-pizza-bins-give-germans-no-excuse-to-litter-xjkqxhz8p
1258624452	20250820	202508	2025	2025.6301	DEU	DORTMUND	DEU																		1	051	051	05	1	3.4	10	1	10	-1.16822429906542	1	Belgium	BE	BE		50.833333	4	BE	0								1	Belgium	BE	BE		50.833333	4	BE	20250820163000	https://www.thetimes.com/world/europe/article/inventive-pizza-bins-give-germans-no-excuse-to-litter-xjkqxhz8p
1258624453	20250820	202508	2025	2025.6301	DEU	GERMAN	DEU																		0	080	080	08	2	5.0	8	1	8	-4.05643738977072	4	Chemnitz, Sachsen, Germany	GM	GM13	16559	50.8333	12.9167	-1756500	0								4	Chemnitz, Sachsen, Germany	GM	GM13	16559	50.8333	12.9167	-1756500	20250820163000	https://www.aol.co.uk/neo-nazi-changes-gender-serve-160917458.html
1258624454	20250820	202508	2025	2025.6301	DEU	GERMANY	DEU																		0	081	081	08	2	5.0	4	1	4	-1.61642638706859	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20250820163000	https://www.thetimes.com/culture/tv-radio/article/masterchef-gregg-wallace-celebrity-watch-5tdr26ksq
1258624455	20250820	202508	2025	2025.6301	DEU	GERMAN	DEU																		1	120	120	12	3	-4.0	16	1	8	-4.05643738977072	4	Chemnitz, Sachsen, Germany	GM	GM13	16559	50.8333	12.9167	-1756500	0								4	Chemnitz, Sachsen, Germany	GM	GM13	16559	50.8333	12.9167	-1756500	20250820163000	https://www.aol.co.uk/neo-nazi-changes-gender-serve-160917458.html
1258624456	20250820	202508	2025	2025.6301	DEU	GERMAN	DEU																		1	1241	124	12	3	-4.0	8	1	8	-4.05643738977072	4	Chemnitz, Sachsen, Germany	GM	GM13	16559	50.8333	12.9167	-1756500	0								4	Chemnitz, Sachsen, Germany	GM	GM13	16559	50.8333	12.9167	-1756500	20250820163000	https://www.aol.co.uk/neo-nazi-changes-gender-serve-160917458.html
1258624457	20250820	202508	2025	2025.6301	DEU	GERMANY	DEU								CHN	CHINESE	CHN								1	031	031	03	1	5.2	2	1	2	-0.75921908893709	1	Hong Kong	HK	HK		22.25	114.166667	HK	1	New Zealand	NZ	NZ		-42	174	NZ	1	Hong Kong	HK	HK		22.25	114.166667	HK	20250820163000	https://www.defensenews.com/naval/2025/08/20/after-dillydallying-thailand-proceeds-with-chinese-built-submarine/
1258624458	20250820	202508	2025	2025.6301	DEU	GERMANY	DEU								CHN	CHINESE	CHN								1	031	031	03	1	5.2	8	1	8	-0.75921908893709	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20250820163000	https://www.defensenews.com/naval/2025/08/20/after-dillydallying-thailand-proceeds-with-chinese-built-submarine/
1258624459	20250820	202508	2025	2025.6301	DEU	GERMANY	DEU								CHN	CHINA	CHN								0	060	060	06	2	6.0	6	1	6	-0.75921908893709	1	Germany	GM	GM		51.5	10.5	GM	4	Tiananmen Square, Beijing, China	CH	CH22	13001	39.9044	116.391	9244097	1	Germany	GM	GM		51.5	10.5	GM	20250820163000	https://www.defensenews.com/naval/2025/08/20/after-dillydallying-thailand-proceeds-with-chinese-built-submarine/
1258624460	20250820	202508	2025	2025.6301	DEU	GERMANY	DEU								CHN	CHINA	CHN								0	060	060	06	2	6.0	4	1	4	-0.75921908893709	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20250820163000	https://www.defensenews.com/naval/2025/08/20/after-dillydallying-thailand-proceeds-with-chinese-built-submarine/
